,Unnamed: 0,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,duration_ms,time_signature,genre,song_name,title,text_feature
23217,23217,0.431,0.961,2,-6.598,0,0.0603,0.000246,0.207,0.368,0.163,138.001,audio_features,235187,4,trance,,TRANNCE 2020 Best Trance Music Official,TRANNCE 2020 Best Trance Music Official 
22329,22329,0.6659999999999999,0.937,7,-6.422999999999999,1,0.0586,0.000205,0.38,0.104,0.347,130.72299999999998,audio_features,323119,4,trance,,Anjunabeats Volumes 1 - 14,Anjunabeats Volumes 1 - 14 
15711,15711,0.58,0.81,0,-6.343999999999999,1,0.416,0.7240000000000001,0.0,0.15,0.78,106.187,audio_features,141686,5,Hiphop,NONCIPHER,, NONCIPHER
7077,7077,0.7809999999999999,0.4920000000000001,9,-12.358,1,0.0952,0.122,0.0,0.106,0.0398,111.048,audio_features,252160,4,Underground Rap,Dead Beat,, Dead Beat
10895,10895,0.74,0.488,1,-7.664,0,0.27,0.234,0.0,0.241,0.584,149.042,audio_features,120133,4,Rap,Envy Me,, Envy Me
458,458,0.406,0.8390000000000001,7,-4.333,1,0.277,0.0055299999999999,0.0,0.121,0.073,153.414,audio_features,192787,5,Dark Trap,INSIDIOUS II,, INSIDIOUS II
18128,18128,0.8009999999999999,0.951,2,-5.778,1,0.1009999999999999,6.25e-05,0.895,0.642,0.609,124.976,audio_features,407040,4,techhouse,,Dirtybird Players,Dirtybird Players 
1610,1610,0.747,0.524,10,-6.807,0,0.245,0.0306,0.0,0.2,0.363,140.053,audio_features,213132,4,Dark Trap,Roll In Peace (feat. XXXTENTACION),, Roll In Peace (feat. XXXTENTACION)
30525,30525,0.5529999999999999,0.732,8,-5.024,0,0.0694,0.00411,0.797,0.183,0.2739999999999999,174.044,audio_features,285517,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
2092,2092,0.503,0.4920000000000001,3,-11.204,1,0.0396,0.242,0.892,0.119,0.14,130.014,audio_features,212308,4,Dark Trap,Everything,, Everything
1341,1341,0.57,0.45,6,-10.772,1,0.0676,0.6659999999999999,0.0596,0.158,0.0395,155.08100000000005,audio_features,145202,4,Dark Trap,MySpaceBarIsBroken,, MySpaceBarIsBroken
26080,26080,0.412,0.988,5,-2.766,0,0.15,0.0186,0.775,0.4629999999999999,0.391,144.91,audio_features,269272,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
11458,11458,0.5479999999999999,0.805,7,-5.732,1,0.351,0.212,0.000389,0.408,0.648,142.094,audio_features,216387,4,Rap,Dior,, Dior
23142,23142,0.5920000000000001,0.931,9,-7.426,0,0.0865,0.0006259999999999,0.826,0.433,0.3379999999999999,129.989,audio_features,309716,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
23505,23505,0.467,0.941,1,-7.067,1,0.055,0.00011,0.884,0.0974,0.287,137.994,audio_features,410299,4,trance,,Top Trance Songs EVER,Top Trance Songs EVER 
23509,23509,0.546,0.904,8,-9.382,1,0.0598,7.140000000000001e-05,0.7,0.0428,0.0398,137.999,audio_features,396525,4,trance,,UPLIFTING TRANCE 2020,UPLIFTING TRANCE 2020 
29647,29647,0.584,0.993,5,1.634,0,0.0527,0.456,0.688,0.129,0.36,175.082,audio_features,289371,4,dnb,,DRUM & BASS 2020,DRUM & BASS 2020 
16667,16667,0.848,0.688,11,-7.996,0,0.0668,0.00155,0.802,0.0946,0.36,127.02,audio_features,383774,4,techhouse,,Tech House,Tech House 
1285,1285,0.8109999999999999,0.144,0,-11.87,1,0.16,0.237,0.778,0.111,0.319,124.012,audio_features,154839,4,Dark Trap,Jamie's Sin,, Jamie's Sin
30751,30751,0.465,0.899,8,-5.854,1,0.0466,0.0371,0.278,0.0977,0.123,149.94299999999996,audio_features,173638,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
13086,13086,0.51,0.757,4,-6.417999999999998,1,0.045,0.0601,0.0,0.179,0.626,146.782,audio_features,186140,4,RnB,Tipper,, Tipper
30268,30268,0.551,0.7929999999999999,0,-2.605,1,0.426,0.00372,0.000333,0.0909,0.299,175.99900000000005,audio_features,212876,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
21325,21325,0.804,0.742,1,-7.89,0,0.192,0.02,0.728,0.159,0.1989999999999999,125.002,audio_features,220125,4,techno,,True Techno,True Techno 
32688,32688,0.545,0.966,10,-5.035,0,0.0826,0.0153,0.000204,0.131,0.633,149.958,audio_features,245396,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
16576,16576,0.7829999999999999,0.7609999999999999,1,-3.064,1,0.0922,0.103,8.17e-06,0.0635,0.473,188.032,audio_features,245106,4,Hiphop,Kill the Rich,, Kill the Rich
25712,25712,0.6990000000000001,0.871,10,-7.93,0,0.0578,0.00325,0.752,0.1119999999999999,0.111,140.00799999999998,audio_features,467367,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
13129,13129,0.713,0.475,6,-4.436,0,0.0659,0.0608,7.55e-06,0.156,0.33,174.044,audio_features,192547,4,RnB,Change (with Kehlani),, Change (with Kehlani)
19825,19825,0.703,0.907,6,-10.009,0,0.0627,0.0079099999999999,0.88,0.0977,0.4,128.006,audio_features,426884,4,techno,,Dark Techno Rave,Dark Techno Rave 
27711,27711,0.769,0.655,10,-3.942,1,0.4479999999999999,0.0318,0.0189,0.354,0.6809999999999999,154.984,audio_features,201290,4,trap,,Heavy Hitters,Heavy Hitters 
13897,13897,0.555,0.448,1,-10.526,1,0.289,0.7709999999999999,0.000847,0.13,0.388,161.678,audio_features,325818,4,RnB,Floods,, Floods
7709,7709,0.631,0.52,9,-7.64,1,0.213,0.215,0.0,0.112,0.6890000000000001,112.522,audio_features,130588,5,Underground Rap,Crème Brûlée,, Crème Brûlée
6,6,0.774,0.7509999999999999,1,-2.445,1,0.198,0.0614,0.0,0.0728,0.189,219.96,audio_features,140326,4,Dark Trap,I Put My Dick in Your Mental,, I Put My Dick in Your Mental
16817,16817,0.75,0.873,1,-4.487,1,0.0585,0.00159,0.735,0.077,0.76,125.008,audio_features,284260,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
13884,13884,0.8029999999999999,0.452,0,-9.106,1,0.0382,0.0023,0.0,0.0743,0.197,199.986,audio_features,259173,4,RnB,Small Talk,, Small Talk
10864,10864,0.657,0.711,0,-5.355,1,0.374,0.0135,0.0,0.221,0.368,173.91400000000004,audio_features,221522,4,Emo,24/7 (feat. Ella Mai),, 24/7 (feat. Ella Mai)
26587,26587,0.512,0.8029999999999999,5,-5.027,0,0.0505,0.000272,0.0217,0.8740000000000001,0.174,150.04,audio_features,290050,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
14951,14951,0.568,0.535,4,-9.306,1,0.513,0.217,0.0,0.114,0.326,167.178,audio_features,167653,4,Hiphop,6 Man,, 6 Man
19559,19559,0.622,0.6579999999999999,7,-9.992,1,0.0645,0.000996,0.8370000000000001,0.115,0.076,131.997,audio_features,412123,4,techno,,Dark Techno Rave,Dark Techno Rave 
16070,16070,0.779,0.635,8,-6.847,1,0.395,0.00204,0.0,0.117,0.669,179.81799999999996,audio_features,294830,4,Hiphop,Ocean Drive,, Ocean Drive
29169,29169,0.509,0.962,0,-3.499,0,0.0862,0.0352,0.000515,0.222,0.419,174.0,audio_features,342823,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
17650,17650,0.86,0.8240000000000001,8,-7.207000000000002,1,0.0518,0.024,0.657,0.205,0.87,124.016,audio_features,163790,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
4974,4974,0.792,0.435,2,-12.813,1,0.113,0.715,0.0,0.122,0.6779999999999999,120.028,audio_features,136803,4,Underground Rap,Sixteen,, Sixteen
27424,27424,0.59,0.975,3,-1.477,0,0.08,0.000416,0.0151,0.415,0.237,149.99,audio_features,235200,4,trap,,Headbangers:Dubstep/Riddim,Headbangers:Dubstep/Riddim 
842,842,0.82,0.5870000000000001,0,-4.807,1,0.223,0.0773,1.15e-05,0.565,0.0904,201.874,audio_features,81006,4,Dark Trap,KILL ME BITCH,, KILL ME BITCH
32316,32316,0.4920000000000001,0.979,8,-4.08,1,0.127,0.00137,0.0405,0.381,0.156,150.04,audio_features,231762,3,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
6288,6288,0.82,0.617,10,-5.198,0,0.329,0.0346,0.0,0.142,0.383,171.912,audio_features,232640,4,Underground Rap,Inner City Blues,, Inner City Blues
20163,20163,0.7879999999999999,0.942,6,-5.705,0,0.0412,0.774,0.95,0.098,0.0362,133.998,audio_features,297313,4,techno,,techno. only. (08/02),techno. only. (08/02) 
19269,19269,0.625,0.6609999999999999,4,-10.004,0,0.039,0.0021899999999999,0.878,0.1009999999999999,0.254,124.995,audio_features,473485,4,techno,,Techno,Techno 
325,325,0.866,0.505,9,-9.22,0,0.0573,0.0488,0.0247,0.0903,0.248,122.989,audio_features,113137,4,Dark Trap,FLEX ON FLEX OFF,, FLEX ON FLEX OFF
11058,11058,0.958,0.6,9,-6.996,0,0.118,0.0391,0.0,0.274,0.607,127.933,audio_features,181153,4,Rap,CHopstix (with Travis Scott),, CHopstix (with Travis Scott)
17347,17347,0.867,0.6579999999999999,9,-7.633999999999999,1,0.0676,0.00541,0.0103,0.228,0.7170000000000001,124.027,audio_features,406692,4,techhouse,,tech house,tech house 
30951,30951,0.621,0.8370000000000001,1,-5.8370000000000015,1,0.0819999999999999,0.00418,0.326,0.0979,0.396,150.006,audio_features,346000,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
17919,17919,0.778,0.825,3,-7.44,0,0.155,0.000348,0.0145,0.353,0.475,123.041,audio_features,236377,4,techhouse,,Tech house,Tech house 
15974,15974,0.738,0.547,8,-6.54,1,0.133,0.0522,1.23e-06,0.109,0.306,142.05200000000005,audio_features,284600,4,Hiphop,Tapout,, Tapout
27666,27666,0.758,0.963,1,-3.076,1,0.1369999999999999,0.0242,0.0017,0.1169999999999999,0.536,144.981,audio_features,211862,4,trap,,Lost Lands 2019,Lost Lands 2019 
13214,13214,0.649,0.508,3,-9.499,0,0.0657,0.18,0.000713,0.932,0.215,199.62,audio_features,205663,4,RnB,THE BEACH,, THE BEACH
21462,21462,0.457,0.657,9,-10.472,0,0.0353,0.00669,0.904,0.321,0.0501,129.989,audio_features,177283,4,trance,,State if Trance (The best ASOT Epsidoes),State if Trance (The best ASOT Epsidoes) 
4346,4346,0.8190000000000001,0.862,10,-6.669,0,0.0635,0.0902,0.000785,0.0858,0.65,199.95,audio_features,158459,4,Underground Rap,I'm Done.,, I'm Done.
25600,25600,0.411,0.971,11,-6.937,0,0.0493,0.000121,0.911,0.2269999999999999,0.1889999999999999,140.00799999999998,audio_features,529723,4,psytrance,,Psytrance New Releases 2020,Psytrance New Releases 2020 
28263,28263,0.6709999999999999,0.984,1,0.086,1,0.246,0.000444,0.00456,0.0749,0.385,150.166,audio_features,268800,4,trap,,HEADBANGERS:Dubstep/Riddim,HEADBANGERS:Dubstep/Riddim 
24953,24953,0.72,0.893,11,-6.928,0,0.0535,1.99e-05,0.7609999999999999,0.386,0.5670000000000001,149.983,audio_features,415312,4,psytrance,,DARK PSYTRANCE,DARK PSYTRANCE 
8461,8461,0.655,0.732,1,-6.707999999999998,1,0.0608,0.000121,2.11e-06,0.0884,0.166,159.98,audio_features,157125,4,Trap Metal,Mayday,, Mayday
13188,13188,0.602,0.457,0,-9.392,1,0.119,0.0155,0.0028,0.0935,0.046,165.81400000000005,audio_features,188274,4,RnB,Target On My Chest,, Target On My Chest
18298,18298,0.611,0.897,0,-6.669,1,0.0471,4.67e-05,0.0435,0.159,0.6890000000000001,122.013,audio_features,413693,4,techhouse,,tech house,tech house 
10095,10095,0.5710000000000001,0.89,9,-1.6,1,0.0395,0.00509,0.0,0.0769,0.7509999999999999,110.958,audio_features,234147,4,Emo,Just the Girl,, Just the Girl
23427,23427,0.506,0.785,4,-9.853,0,0.0493,0.000167,0.306,0.1169999999999999,0.177,127.974,audio_features,255006,4,trance,,Progressive Trance,Progressive Trance 
1586,1586,0.778,0.7240000000000001,8,-6.824,0,0.284,0.00376,1.17e-06,0.632,0.353,153.958,audio_features,118517,4,Dark Trap,FUCKALLOFYOU2K18,, FUCKALLOFYOU2K18
12725,12725,0.685,0.423,5,-8.565,0,0.0593,0.319,0.0,0.146,0.484,113.509,audio_features,164939,4,RnB,Y U Wanna,, Y U Wanna
5417,5417,0.932,0.615,5,-7.039,1,0.363,0.242,1.52e-05,0.45,0.6559999999999999,129.97899999999998,audio_features,62210,4,Underground Rap,I'm Depressed,, I'm Depressed
18704,18704,0.774,0.899,9,-6.447,1,0.0501,0.0009019999999999,0.883,0.0763,0.36,125.011,audio_features,226560,4,techhouse,,Toolroom Tech House,Toolroom Tech House 
27171,27171,0.718,0.946,1,-1.622,1,0.122,0.000537,0.0015,0.362,0.485,140.076,audio_features,226442,4,trap,,RIDDIM,RIDDIM 
31228,31228,0.5,0.928,9,-5.246,0,0.0366,0.0108,0.431,0.109,0.18,149.988,audio_features,289600,4,hardstyle,,Euphoric Hardstyle & Melodic Hardstyle,Euphoric Hardstyle & Melodic Hardstyle 
7532,7532,0.879,0.633,8,-7.827000000000001,0,0.262,0.00388,8.22e-05,0.434,0.3720000000000001,144.08100000000005,audio_features,133451,4,Underground Rap,Pistol Packin',, Pistol Packin'
7286,7286,0.755,0.459,5,-12.84,0,0.358,0.115,0.0,0.0851,0.597,196.908,audio_features,221400,4,Underground Rap,They Want EFX,, They Want EFX
31608,31608,0.486,0.982,1,-3.176,1,0.262,0.00134,0.0437,0.243,0.0453,155.05700000000004,audio_features,232344,4,hardstyle,,Hardstyle Hits ,Hardstyle Hits  
1263,1263,0.743,0.5870000000000001,5,-7.325,0,0.0728,0.215,6.68e-05,0.11,0.0792,196.036,audio_features,158881,4,Dark Trap,Believe in Me,, Believe in Me
24360,24360,0.479,0.872,11,-9.093,0,0.0375,1.24e-05,0.752,0.836,0.32,148.036,audio_features,511115,4,psytrance,,DARK PSYTRANCE,DARK PSYTRANCE 
2346,2346,0.5489999999999999,0.4970000000000001,8,-8.635,0,0.0256,0.00581,0.7809999999999999,0.131,0.184,199.996,audio_features,239256,4,Dark Trap,My Will To,, My Will To
32000,32000,0.3929999999999999,0.7959999999999999,0,-6.645,0,0.0415,0.0577,7.36e-06,0.8909999999999999,0.3229999999999999,150.17600000000004,audio_features,153687,4,hardstyle,,Best of Hardstyle 2020,Best of Hardstyle 2020 
15731,15731,0.563,0.861,11,-7.447999999999999,1,0.343,0.622,4.86e-06,0.5529999999999999,0.7979999999999999,189.968,audio_features,312907,4,Hiphop,Them That's Not,, Them That's Not
21979,21979,0.752,0.899,11,-4.901,0,0.132,0.006,0.0723,0.22,0.4370000000000001,128.002,audio_features,397500,4,trance,,Vocal Melodic Trance Top 1000,Vocal Melodic Trance Top 1000 
9652,9652,0.389,0.905,8,-4.494,0,0.0354,0.00844,0.00016,0.124,0.672,121.836,audio_features,190493,4,Emo,Girl's Not Grey,, Girl's Not Grey
24611,24611,0.647,0.856,8,-6.715,1,0.0468,0.000108,0.8440000000000001,0.096,0.1689999999999999,139.005,audio_features,455899,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
12158,12158,0.6990000000000001,0.489,1,-9.461,0,0.0388,0.365,4.2e-05,0.132,0.0739,134.017,audio_features,214925,4,Rap,MARY JANE,, MARY JANE
8849,8849,0.736,0.495,6,-8.642000000000001,1,0.0443,0.0087,0.299,0.208,0.6779999999999999,120.993,audio_features,146477,4,Trap Metal,Meet Mr. NICEGUY,, Meet Mr. NICEGUY
9483,9483,0.892,0.8340000000000001,1,-3.4130000000000003,1,0.194,0.00455,0.00172,0.319,0.388,130.042,audio_features,121846,4,Trap Metal,White Tee - Alternate Bass Boosted Version,, White Tee - Alternate Bass Boosted Version
22459,22459,0.501,0.937,11,-5.983,1,0.0569,0.000321,0.0297,0.184,0.319,137.991,audio_features,423062,4,trance,,Uplifting Trance.,Uplifting Trance. 
15200,15200,0.458,0.378,2,-11.354,0,0.15,0.416,0.0919,0.0966,0.037,168.232,audio_features,176804,3,Hiphop,Demons,, Demons
26718,26718,0.7340000000000001,0.954,3,-0.529,1,0.418,0.065,0.0157,0.2339999999999999,0.389,140.046,audio_features,153857,3,trap,,RIDDIM,RIDDIM 
21467,21467,0.604,0.833,0,-9.018,0,0.088,0.0035299999999999,0.271,0.889,0.16,132.976,audio_features,470467,4,trance,,ASOT,ASOT 
6680,6680,0.6890000000000001,0.768,8,-6.256,1,0.0661,0.00758,0.0,0.276,0.0975,139.947,audio_features,130351,4,Underground Rap,I Will One Day Learn To Fly Into The Stars,, I Will One Day Learn To Fly Into The Stars
20442,20442,0.778,0.8640000000000001,7,-9.741,1,0.0413,0.00724,0.895,0.0952,0.0275,126.008,audio_features,400101,4,techno,,Techno Top 50,Techno Top 50 
18157,18157,0.76,0.964,2,-5.843999999999999,1,0.0576,0.00182,0.7,0.0974,0.6409999999999999,125.0,audio_features,248036,4,techhouse,,Dirtybird House,Dirtybird House 
10648,10648,0.528,0.989,3,-4.2330000000000005,1,0.256,0.0012,0.0,0.394,0.271,109.966,audio_features,209591,4,Emo,Getaway,, Getaway
27993,27993,0.417,0.996,1,-0.455,1,0.471,0.0544,0.0602,0.25,0.174,149.851,audio_features,204800,4,trap,,Heavy Dubstep,Heavy Dubstep 
20569,20569,0.757,0.568,9,-11.835,0,0.0646,0.0355,0.904,0.0661,0.392,122.001,audio_features,494224,4,techno,,Techno,Techno 
421,421,0.679,0.349,5,-11.2,0,0.0351,0.591,0.0876,0.111,0.147,124.999,audio_features,240000,4,Dark Trap,Face It,, Face It
11641,11641,0.703,0.7170000000000001,8,-6.035,0,0.23,0.0693,0.0,0.285,0.417,77.016,audio_features,207243,4,Rap,Respect It (with Hit-Boy feat. Young Thug),, Respect It (with Hit-Boy feat. Young Thug)
1966,1966,0.654,0.49,0,-11.802,0,0.0445,0.0555,0.723,0.12,0.277,219.954,audio_features,228571,4,Dark Trap,I Could Not Lie,, I Could Not Lie
13611,13611,0.8320000000000001,0.87,8,-4.2,0,0.166,0.269,0.0,0.415,0.5770000000000001,137.998,audio_features,240747,4,RnB,Right Now (Na Na Na),, Right Now (Na Na Na)
21272,21272,0.743,0.945,11,-8.66,0,0.0671,0.0977,0.8390000000000001,0.115,0.172,129.99200000000002,audio_features,417231,4,techno,,Acid Techno: Hard Techno on Acid,Acid Techno: Hard Techno on Acid 
28462,28462,0.568,0.974,6,-0.294,1,0.0911,0.152,0.0,0.41,0.233,173.928,audio_features,207586,4,dnb,,UKF Drum & Bass - All Uploads,UKF Drum & Bass - All Uploads 
1809,1809,0.5539999999999999,0.462,6,-10.982,1,0.147,0.725,0.356,0.0854,0.212,148.32,audio_features,139520,4,Dark Trap,Prince Tulip,, Prince Tulip
8226,8226,0.521,0.799,1,-3.418,1,0.119,0.00213,0.00238,0.197,0.58,129.991,audio_features,175423,4,Trap Metal,SHINIGAMISTARSHIP w/ ZillaKami (+ othasyde),, SHINIGAMISTARSHIP w/ ZillaKami (+ othasyde)
17993,17993,0.807,0.918,7,-10.626,1,0.0516,0.00172,0.901,0.0805,0.452,127.003,audio_features,396847,4,techhouse,,Tech House 2020,Tech House 2020 
32778,32778,0.506,0.951,0,-3.685,0,0.042,0.0185,0.000186,0.37,0.722,148.001,audio_features,220549,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
15317,15317,0.64,0.643,10,-2.442,0,0.0625,0.039,0.0,0.109,0.335,160.05,audio_features,123040,4,Hiphop,No Mistakes,, No Mistakes
10629,10629,0.525,0.964,5,-3.451,0,0.0571,0.000328,5.5e-06,0.0527,0.385,180.02599999999995,audio_features,199950,4,Emo,One For the Money,, One For the Money
20005,20005,0.747,0.878,1,-6.864,1,0.257,0.0047799999999999,0.0952,0.374,0.7340000000000001,123.059,audio_features,224878,4,techno,,Techno Music 2020 | Best Techno,Techno Music 2020 | Best Techno 
8207,8207,0.72,0.0782,0,-16.326,0,0.0938,0.4970000000000001,0.848,0.0897,0.0371,139.976,audio_features,111456,4,Trap Metal,Shut Me Up,, Shut Me Up
6279,6279,0.858,0.361,1,-6.824,1,0.121,0.0253,0.218,0.11,0.122,179.98,audio_features,134001,4,Underground Rap,Og,, Og
4572,4572,0.8490000000000001,0.6779999999999999,11,-6.678999999999999,1,0.229,0.0154,0.0,0.111,0.224,128.97,audio_features,127800,4,Underground Rap,Shawshank [Feat. Tate Kobang],, Shawshank [Feat. Tate Kobang]
31239,31239,0.441,0.969,1,-4.832,1,0.0735,0.00994,0.016,0.654,0.657,150.224,audio_features,155101,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
24286,24286,0.618,0.873,9,-7.191,1,0.0503,0.0001159999999999,0.841,0.131,0.271,145.01,audio_features,492091,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
8188,8188,0.626,0.19,8,-11.688,1,0.0588,0.00413,0.591,0.128,0.146,198.334,audio_features,84300,4,Trap Metal,Beware,, Beware
24563,24563,0.636,0.861,10,-5.332000000000002,0,0.0451,7.59e-05,0.767,0.258,0.0312,145.004,audio_features,463291,4,psytrance,,Psytrance 2020,Psytrance 2020 
6830,6830,0.904,0.627,1,-5.608,1,0.222,0.0303,5.68e-06,0.0923,0.236,145.976,audio_features,224243,4,Underground Rap,Give No Fxk,, Give No Fxk
15001,15001,0.358,0.91,2,-3.883,0,0.294,0.308,0.0,0.179,0.5539999999999999,168.24900000000005,audio_features,354355,4,Hiphop,I Wanna Know,, I Wanna Know
29681,29681,0.55,0.927,4,-5.989,0,0.0453,0.000547,0.723,0.143,0.195,172.049,audio_features,322625,4,dnb,,Liquid Drum & Bass,Liquid Drum & Bass 
20404,20404,0.743,0.922,2,-7.942,1,0.0734,0.000205,0.875,0.138,0.297,128.009,audio_features,280229,4,techno,,Techno Bangers: Bunker Style,Techno Bangers: Bunker Style 
11329,11329,0.758,0.6970000000000001,0,-6.456,1,0.321,0.0853,0.0,0.1,0.755,165.11700000000005,audio_features,152111,4,Rap,Kick Yo Door,, Kick Yo Door
24552,24552,0.664,0.946,5,-6.289,0,0.0593,0.000102,0.799,0.173,0.693,150.023,audio_features,440935,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
24640,24640,0.547,0.922,9,-6.0520000000000005,1,0.0407,0.00018,0.789,0.109,0.375,144.989,audio_features,465103,4,psytrance,,"Psy, Goa, Full on Trance","Psy, Goa, Full on Trance "
2800,2800,0.6579999999999999,0.7909999999999999,1,-7.258999999999999,1,0.0287,1.42e-05,0.86,0.111,0.231,140.013,audio_features,199116,4,Dark Trap,ASCEND,, ASCEND
1220,1220,0.597,0.377,1,-9.498,0,0.0852,0.311,0.317,0.0945,0.12,155.076,audio_features,151771,4,Dark Trap,once a week,, once a week
16460,16460,0.731,0.691,4,-6.44,0,0.262,0.113,0.0,0.37,0.529,183.508,audio_features,286507,4,Hiphop,Q.U. - Hectic,, Q.U. - Hectic
23534,23534,0.362,0.957,7,-5.99,1,0.0371,2.99e-05,0.902,0.2339999999999999,0.299,131.997,audio_features,247852,4,trance,,Uplifting Trance.,Uplifting Trance. 
17369,17369,0.899,0.894,1,-7.255,1,0.222,0.203,0.000101,0.0606,0.654,129.046,audio_features,150635,4,techhouse,,Tech House Music 2020,Tech House Music 2020 
17631,17631,0.8109999999999999,0.867,1,-9.032,1,0.0579999999999999,0.00326,0.871,0.0594,0.258,126.003,audio_features,336877,4,techhouse,,Dirtybird//Techhouse by Mack\,Dirtybird//Techhouse by Mack\ 
10607,10607,0.629,0.809,10,-4.618,1,0.029,0.0283,0.0,0.129,0.416,116.047,audio_features,206160,4,Emo,Prove You Wrong,, Prove You Wrong
14829,14829,0.919,0.622,1,-7.383999999999999,1,0.0997,0.228,4.24e-06,0.122,0.424,140.02200000000002,audio_features,205803,4,Hiphop,Clout (feat. Cardi B),, Clout (feat. Cardi B)
5542,5542,0.831,0.502,10,-4.045,0,0.046,0.101,0.0,0.122,0.101,201.082,audio_features,205427,4,Underground Rap,Money In The Grave (Drake ft. Rick Ross),, Money In The Grave (Drake ft. Rick Ross)
27203,27203,0.583,0.961,9,-2.099,1,0.15,0.000289,0.000889,0.311,0.174,145.016,audio_features,247405,4,trap,,Lost Lands 2019,Lost Lands 2019 
16597,16597,0.452,0.94,5,-4.957,0,0.181,0.00336,1.42e-05,0.352,0.574,195.414,audio_features,194547,4,Hiphop,Love,, Love
24033,24033,0.508,0.924,11,-6.307,0,0.0509,6.49e-05,0.904,0.287,0.396,145.99,audio_features,466853,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
15691,15691,0.645,0.272,8,-17.213,1,0.343,0.171,0.0,0.337,0.358,110.479,audio_features,99474,4,Hiphop,Chill Calling,, Chill Calling
6458,6458,0.843,0.8059999999999999,6,-5.1560000000000015,1,0.3670000000000001,0.0729,0.0,0.758,0.821,195.716,audio_features,139610,4,Underground Rap,West Coast,, West Coast
16386,16386,0.77,0.594,1,-8.407,1,0.173,0.00424,0.0,0.2,0.463,169.024,audio_features,196507,4,Hiphop,Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign),, Ain't Nothing (feat. Wiz Khalifa & Ty Dolla $ign)
9425,9425,0.6729999999999999,0.42,7,-10.74,1,0.457,0.8059999999999999,0.0,0.339,0.693,195.762,audio_features,78399,4,Trap Metal,anything,, anything
22690,22690,0.57,0.931,11,-2.818,0,0.0502,0.00156,0.000105,0.315,0.481,131.986,audio_features,202257,4,trance,,Uplifting | Trance,Uplifting | Trance 
32376,32376,0.603,0.924,1,-3.78,0,0.2019999999999999,0.00205,0.017,0.271,0.355,147.875,audio_features,155680,4,hardstyle,,Euphoric Hardstyle,Euphoric Hardstyle 
6717,6717,0.7809999999999999,0.469,1,-5.107,0,0.0569,0.223,0.0,0.19,0.412,196.026,audio_features,177118,4,Underground Rap,La La Land (feat. YG),, La La Land (feat. YG)
25128,25128,0.473,0.846,7,-7.0820000000000025,1,0.0543,0.00868,0.7979999999999999,0.0969,0.0526,145.018,audio_features,445241,4,psytrance,,PsyTrance 2020 felipe,PsyTrance 2020 felipe 
19102,19102,0.804,0.754,11,-8.342,1,0.0557,0.0151,0.846,0.105,0.31,124.003,audio_features,452185,4,techno,,Techno / Minimal / Hardcore/ Melodic / Dark,Techno / Minimal / Hardcore/ Melodic / Dark 
24951,24951,0.625,0.934,7,-6.856,1,0.0695,9.51e-06,0.802,0.565,0.461,148.999,audio_features,517047,4,psytrance,,Psytrance: From Full on to Forrest Trance,Psytrance: From Full on to Forrest Trance 
31938,31938,0.5579999999999999,0.873,10,-4.914,0,0.135,0.105,0.00887,0.1009999999999999,0.295,150.003,audio_features,307272,4,hardstyle,,Ready2GetMaggot?,Ready2GetMaggot? 
20059,20059,0.746,0.831,2,-10.64,0,0.0537,0.0015,0.927,0.0959,0.184,125.998,audio_features,431411,4,techno,,Techno,Techno 
18842,18842,0.899,0.894,1,-7.255,1,0.222,0.203,0.000101,0.0606,0.654,129.046,audio_features,150635,4,techhouse,,Tech house,Tech house 
30151,30151,0.462,0.931,6,-3.287,0,0.0803,0.118,0.243,0.0933,0.331,172.03400000000005,audio_features,269431,4,dnb,,Drum and Bass 2020 (Drum & Bass Music - DNB Hits),Drum and Bass 2020 (Drum & Bass Music - DNB Hits) 
